fonte,entidade,origem_arquivo,origem_registro,campo_original,campo_normalizado,tipo_original,rotulo_original,descricao_original,origem_conjunto,descricao_do_conjunto_original,modulo,publicado_em
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeAcrescimo.valores[].natureza,[].contafuncionalprogramaticadeacrescimo.valores[].natureza,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeAcrescimo.valores[].valor,[].contafuncionalprogramaticadeacrescimo.valores[].valor,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo,[].contafuncionalprogramaticadedecrescimo,object,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.acao,[].contafuncionalprogramaticadedecrescimo.acao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.esfera,[].contafuncionalprogramaticadedecrescimo.esfera,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.fonte,[].contafuncionalprogramaticadedecrescimo.fonte,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.funcao,[].contafuncionalprogramaticadedecrescimo.funcao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.localizacao,[].contafuncionalprogramaticadedecrescimo.localizacao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.meta,[].contafuncionalprogramaticadedecrescimo.meta,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.natureza,[].contafuncionalprogramaticadedecrescimo.natureza,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.nomeLocalizacao,[].contafuncionalprogramaticadedecrescimo.nomelocalizacao,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.nomeSubtitulo,[].contafuncionalprogramaticadedecrescimo.nomesubtitulo,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.produto,[].contafuncionalprogramaticadedecrescimo.produto,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.programa,[].contafuncionalprogramaticadedecrescimo.programa,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.subfuncao,[].contafuncionalprogramaticadedecrescimo.subfuncao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.subtitulo,[].contafuncionalprogramaticadedecrescimo.subtitulo,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.unidadeMedida,[].contafuncionalprogramaticadedecrescimo.unidademedida,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].contaFuncionalProgramaticaDeDecrescimo.uo,[].contafuncionalprogramaticadedecrescimo.uo,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].esfera,[].esfera,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.esfera
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].fase,[].fase,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].funcao,[].funcao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.funcao
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].justificativa,[].justificativa,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
